Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
OID-103156,2021-10-01,2021-10-07,Same Day,CUST-6580,Home Office,India,Ahmedabad,Maharashtra,West,Furniture,Bookcases,Bookcases Product 216,1957.83,2,0.4,-8.37
OID-103157,2021-09-15,2021-09-21,First Class,CUST-3340,Consumer,India,Hyderabad,Delhi,East,Furniture,Tables,Tables Product 287,1347.46,9,0.2,7.21
OID-103158,2020-06-02,2020-06-04,Standard Class,CUST-6654,Consumer,India,Kolkata,West Bengal,Central,Furniture,Chairs,Chairs Product 57,3616.06,5,0.1,982.78
OID-103159,2020-12-27,2021-01-03,First Class,CUST-3499,Consumer,India,Kolkata,Gujarat,East,Furniture,Chairs,Chairs Product 210,257.31,4,0.4,23.7
OID-103160,2019-10-16,2019-10-22,First Class,CUST-6952,Corporate,India,Bangalore,Karnataka,West,Technology,Copiers,Copiers Product 257,4604.98,5,0.0,-109.82
OID-103161,2021-04-04,2021-04-09,Same Day,CUST-3019,Corporate,India,Bangalore,West Bengal,East,Technology,Copiers,Copiers Product 151,1529.79,3,0.3,-120.91
OID-103162,2019-06-04,2019-06-10,Standard Class,CUST-3484,Corporate,India,Pune,Delhi,Central,Technology,Copiers,Copiers Product 179,4387.65,3,0.3,729.35
OID-103163,2021-03-09,2021-03-13,First Class,CUST-8263,Home Office,India,Mumbai,Maharashtra,West,Furniture,Furnishings,Furnishings Product 128,4668.91,10,0.1,1382.56
OID-103164,2019-05-21,2019-05-23,First Class,CUST-5814,Consumer,India,Delhi,Karnataka,South,Technology,Machines,Machines Product 142,3280.44,3,0.1,853.1
OID-103165,2019-11-29,2019-12-02,Second Class,CUST-1869,Consumer,India,Hyderabad,Gujarat,West,Furniture,Chairs,Chairs Product 168,2377.97,10,0.0,344.59
OID-103166,2019-09-22,2019-09-23,Second Class,CUST-7237,Home Office,India,Pune,West Bengal,East,Technology,Phones,Phones Product 112,2435.09,2,0.4,-408.5
OID-103167,2023-01-09,2023-01-15,Second Class,CUST-9956,Corporate,India,Bangalore,Maharashtra,Central,Office Supplies,Paper,Paper Product 32,2892.75,5,0.0,78.43
OID-103168,2020-09-20,2020-09-22,Second Class,CUST-6507,Consumer,India,Hyderabad,West Bengal,West,Furniture,Chairs,Chairs Product 213,1231.89,2,0.1,283.96
OID-103169,2020-01-17,2020-01-23,First Class,CUST-5346,Corporate,India,Bangalore,Tamil Nadu,South,Furniture,Bookcases,Bookcases Product 36,3097.34,7,0.2,457.21
OID-103170,2022-10-02,2022-10-09,First Class,CUST-8248,Corporate,India,Hyderabad,Tamil Nadu,West,Office Supplies,Paper,Paper Product 155,2119.1,10,0.2,55.14
OID-103171,2020-11-01,2020-11-04,First Class,CUST-9764,Home Office,India,Ahmedabad,Delhi,West,Office Supplies,Paper,Paper Product 4,3474.64,8,0.1,898.37
OID-103172,2020-12-09,2020-12-11,First Class,CUST-8036,Home Office,India,Ahmedabad,Maharashtra,East,Technology,Copiers,Copiers Product 136,713.18,1,0.1,-141.08
OID-103173,2019-06-12,2019-06-14,Standard Class,CUST-3972,Home Office,India,Bangalore,Telangana,East,Furniture,Tables,Tables Product 233,4627.02,7,0.2,-569.53
OID-103174,2019-05-14,2019-05-19,Same Day,CUST-9970,Consumer,India,Kolkata,Tamil Nadu,West,Technology,Copiers,Copiers Product 225,3977.51,5,0.4,830.13
OID-103175,2019-11-29,2019-12-01,Second Class,CUST-4850,Home Office,India,Ahmedabad,Gujarat,West,Office Supplies,Labels,Labels Product 35,4669.46,3,0.0,-854.1
OID-103176,2020-09-03,2020-09-05,Same Day,CUST-8016,Consumer,India,Bangalore,Tamil Nadu,Central,Office Supplies,Storage,Storage Product 31,1632.28,1,0.3,236.44
OID-103177,2022-10-16,2022-10-19,Standard Class,CUST-7693,Consumer,India,Mumbai,Tamil Nadu,West,Office Supplies,Labels,Labels Product 112,3638.11,8,0.3,52.46
OID-103178,2021-09-05,2021-09-11,First Class,CUST-7306,Consumer,India,Mumbai,Delhi,Central,Technology,Phones,Phones Product 53,2026.66,6,0.3,-4.58
OID-103179,2020-12-08,2020-12-09,Same Day,CUST-2373,Consumer,India,Hyderabad,Telangana,West,Furniture,Tables,Tables Product 286,914.52,7,0.3,-178.47
OID-103180,2019-01-28,2019-02-03,Standard Class,CUST-6625,Home Office,India,Delhi,Gujarat,West,Furniture,Chairs,Chairs Product 238,743.22,2,0.0,-129.36
OID-103181,2021-03-04,2021-03-05,First Class,CUST-3846,Consumer,India,Mumbai,Telangana,West,Furniture,Chairs,Chairs Product 179,4714.06,7,0.4,1280.71
OID-103182,2021-04-18,2021-04-23,Same Day,CUST-9731,Consumer,India,Pune,West Bengal,East,Technology,Phones,Phones Product 291,1857.16,4,0.4,-57.08
OID-103183,2022-09-15,2022-09-18,Second Class,CUST-4590,Home Office,India,Ahmedabad,Gujarat,Central,Office Supplies,Paper,Paper Product 289,151.53,7,0.1,15.66
OID-103184,2020-01-03,2020-01-05,Second Class,CUST-1785,Home Office,India,Pune,Gujarat,Central,Furniture,Furnishings,Furnishings Product 43,3152.58,8,0.4,360.53
OID-103185,2020-05-09,2020-05-15,Standard Class,CUST-7812,Consumer,India,Chennai,West Bengal,South,Office Supplies,Storage,Storage Product 272,2790.95,10,0.1,39.25
OID-103186,2021-07-23,2021-07-25,Standard Class,CUST-9102,Consumer,India,Hyderabad,Tamil Nadu,South,Office Supplies,Paper,Paper Product 8,1018.75,4,0.1,-193.81
OID-103187,2019-07-06,2019-07-10,Second Class,CUST-5254,Consumer,India,Delhi,Tamil Nadu,Central,Technology,Phones,Phones Product 166,4161.91,2,0.0,237.4
OID-103188,2021-12-26,2021-12-29,Same Day,CUST-7931,Consumer,India,Delhi,Gujarat,Central,Furniture,Chairs,Chairs Product 61,4154.45,8,0.0,695.84
OID-103189,2020-10-14,2020-10-21,Same Day,CUST-3175,Corporate,India,Bangalore,Maharashtra,South,Furniture,Bookcases,Bookcases Product 16,596.89,4,0.0,-107.98
OID-103190,2019-11-03,2019-11-04,Standard Class,CUST-6523,Home Office,India,Mumbai,West Bengal,Central,Office Supplies,Storage,Storage Product 79,3095.31,4,0.0,-375.31
OID-103191,2019-08-29,2019-09-03,First Class,CUST-2552,Corporate,India,Mumbai,Maharashtra,South,Technology,Machines,Machines Product 144,2991.94,3,0.0,-413.69
OID-103192,2019-01-04,2019-01-05,Standard Class,CUST-7355,Home Office,India,Delhi,Telangana,South,Technology,Accessories,Accessories Product 87,4901.26,2,0.3,51.16
OID-103193,2020-04-15,2020-04-17,Second Class,CUST-9239,Corporate,India,Delhi,West Bengal,East,Technology,Accessories,Accessories Product 127,3649.17,1,0.1,444.38
OID-103194,2022-04-07,2022-04-10,First Class,CUST-7934,Corporate,India,Bangalore,West Bengal,West,Office Supplies,Binders,Binders Product 79,485.63,8,0.4,69.59
OID-103195,2019-08-28,2019-09-02,Same Day,CUST-5107,Home Office,India,Mumbai,West Bengal,East,Technology,Copiers,Copiers Product 280,1863.96,6,0.3,58.12
OID-103196,2021-03-30,2021-04-05,First Class,CUST-5574,Consumer,India,Delhi,Tamil Nadu,West,Technology,Copiers,Copiers Product 248,1980.83,8,0.2,-84.79
OID-103197,2022-02-04,2022-02-07,First Class,CUST-5391,Consumer,India,Ahmedabad,West Bengal,Central,Office Supplies,Binders,Binders Product 99,4060.12,2,0.4,941.82
OID-103198,2022-04-25,2022-04-26,Standard Class,CUST-3251,Corporate,India,Mumbai,Karnataka,East,Office Supplies,Paper,Paper Product 283,3918.54,2,0.4,-302.22
OID-103199,2020-12-17,2020-12-24,First Class,CUST-9332,Corporate,India,Chennai,Delhi,Central,Furniture,Chairs,Chairs Product 281,2905.95,9,0.4,-333.99
OID-103200,2019-12-01,2019-12-05,Second Class,CUST-6238,Home Office,India,Bangalore,Maharashtra,South,Furniture,Tables,Tables Product 194,3821.34,1,0.4,907.8
OID-103201,2022-02-19,2022-02-23,Same Day,CUST-9927,Home Office,India,Mumbai,Gujarat,Central,Technology,Phones,Phones Product 161,181.68,5,0.4,-16.87
OID-103202,2020-10-22,2020-10-26,Standard Class,CUST-3247,Corporate,India,Pune,West Bengal,West,Furniture,Furnishings,Furnishings Product 127,1737.37,6,0.3,-180.66
OID-103203,2021-06-20,2021-06-24,Second Class,CUST-9983,Home Office,India,Pune,Tamil Nadu,South,Office Supplies,Binders,Binders Product 169,3209.79,4,0.2,-623.27
OID-103204,2021-08-24,2021-08-30,Same Day,CUST-2510,Corporate,India,Pune,Tamil Nadu,West,Furniture,Furnishings,Furnishings Product 54,2806.22,10,0.4,566.34
OID-103205,2019-01-25,2019-01-30,First Class,CUST-9162,Home Office,India,Hyderabad,Delhi,East,Office Supplies,Binders,Binders Product 142,2681.42,5,0.2,200.42
OID-103206,2019-11-13,2019-11-19,Same Day,CUST-4468,Consumer,India,Ahmedabad,Telangana,East,Technology,Phones,Phones Product 126,3408.18,9,0.0,-10.26
OID-103207,2023-01-20,2023-01-26,Standard Class,CUST-8372,Consumer,India,Ahmedabad,Gujarat,Central,Technology,Phones,Phones Product 278,1363.3,7,0.0,105.19
OID-103208,2022-09-05,2022-09-12,Second Class,CUST-6610,Consumer,India,Chennai,Karnataka,South,Furniture,Furnishings,Furnishings Product 220,1677.29,2,0.4,204.44
OID-103209,2022-04-01,2022-04-05,Standard Class,CUST-8891,Consumer,India,Mumbai,Maharashtra,South,Office Supplies,Storage,Storage Product 149,1697.45,7,0.2,305.3
OID-103210,2021-10-01,2021-10-02,First Class,CUST-5552,Home Office,India,Kolkata,Tamil Nadu,South,Technology,Phones,Phones Product 68,3879.55,2,0.1,297.62
OID-103211,2022-08-01,2022-08-02,Second Class,CUST-1985,Home Office,India,Delhi,Maharashtra,West,Furniture,Chairs,Chairs Product 167,106.38,1,0.3,16.06
OID-103212,2019-04-04,2019-04-09,Second Class,CUST-4842,Corporate,India,Bangalore,Maharashtra,West,Furniture,Chairs,Chairs Product 66,4186.82,6,0.1,235.68
OID-103213,2019-05-15,2019-05-22,Standard Class,CUST-7695,Consumer,India,Ahmedabad,Gujarat,South,Office Supplies,Storage,Storage Product 126,2320.36,1,0.4,-227.72
OID-103214,2019-06-17,2019-06-22,Same Day,CUST-3431,Consumer,India,Mumbai,Karnataka,Central,Office Supplies,Binders,Binders Product 49,1734.9,7,0.3,-90.16
OID-103215,2020-08-08,2020-08-11,Same Day,CUST-1867,Consumer,India,Pune,Karnataka,South,Technology,Accessories,Accessories Product 249,2598.9,4,0.4,507.79
OID-103216,2021-12-05,2021-12-12,Same Day,CUST-5456,Home Office,India,Pune,Tamil Nadu,East,Furniture,Tables,Tables Product 244,1900.94,2,0.3,505.6
OID-103217,2019-12-27,2019-12-29,Standard Class,CUST-3438,Corporate,India,Delhi,Karnataka,Central,Office Supplies,Binders,Binders Product 195,4572.21,7,0.3,742.78
OID-103218,2021-12-12,2021-12-17,Standard Class,CUST-1394,Home Office,India,Chennai,Telangana,South,Technology,Accessories,Accessories Product 120,2208.44,10,0.1,175.78
OID-103219,2022-07-19,2022-07-22,Same Day,CUST-2471,Home Office,India,Bangalore,Gujarat,Central,Technology,Accessories,Accessories Product 228,2684.06,9,0.0,239.19
OID-103220,2020-08-22,2020-08-27,First Class,CUST-3075,Consumer,India,Ahmedabad,West Bengal,East,Office Supplies,Paper,Paper Product 145,2515.74,6,0.0,-142.57
OID-103221,2020-01-25,2020-01-29,Standard Class,CUST-1238,Consumer,India,Bangalore,Delhi,South,Furniture,Furnishings,Furnishings Product 143,1866.44,7,0.0,242.12
OID-103222,2021-06-08,2021-06-14,Second Class,CUST-3132,Home Office,India,Hyderabad,West Bengal,East,Technology,Machines,Machines Product 148,4576.57,2,0.2,847.77
OID-103223,2021-06-10,2021-06-11,Same Day,CUST-4827,Consumer,India,Pune,West Bengal,West,Office Supplies,Binders,Binders Product 212,3103.24,7,0.2,401.78
OID-103224,2021-12-04,2021-12-05,Same Day,CUST-1495,Home Office,India,Bangalore,Karnataka,West,Office Supplies,Storage,Storage Product 281,1399.16,7,0.2,-200.88
OID-103225,2019-10-12,2019-10-16,Second Class,CUST-7767,Corporate,India,Pune,Tamil Nadu,West,Technology,Copiers,Copiers Product 153,2690.93,2,0.2,158.28
OID-103226,2021-01-15,2021-01-22,Same Day,CUST-2779,Home Office,India,Ahmedabad,Karnataka,West,Office Supplies,Binders,Binders Product 98,1940.69,7,0.3,395.87
OID-103227,2020-11-09,2020-11-10,First Class,CUST-2319,Corporate,India,Chennai,Gujarat,South,Technology,Machines,Machines Product 142,1872.02,7,0.4,-335.56
OID-103228,2022-09-14,2022-09-17,Same Day,CUST-5206,Consumer,India,Delhi,Maharashtra,Central,Technology,Machines,Machines Product 84,1443.47,6,0.1,-26.06
OID-103229,2023-01-16,2023-01-21,Standard Class,CUST-8695,Home Office,India,Ahmedabad,Karnataka,East,Office Supplies,Art,Art Product 90,4174.71,8,0.3,251.67
OID-103230,2020-03-10,2020-03-17,Second Class,CUST-8998,Corporate,India,Chennai,Gujarat,East,Furniture,Furnishings,Furnishings Product 115,1989.27,3,0.0,300.8
OID-103231,2021-08-10,2021-08-12,Standard Class,CUST-8097,Consumer,India,Pune,West Bengal,West,Furniture,Chairs,Chairs Product 37,3188.76,5,0.0,-406.11
OID-103232,2021-08-02,2021-08-03,First Class,CUST-9717,Corporate,India,Delhi,Karnataka,South,Technology,Accessories,Accessories Product 169,1615.65,6,0.1,-115.66
OID-103233,2022-06-03,2022-06-06,Standard Class,CUST-4595,Home Office,India,Hyderabad,West Bengal,Central,Furniture,Furnishings,Furnishings Product 101,2307.83,5,0.2,103.65
OID-103234,2019-05-05,2019-05-11,First Class,CUST-1435,Home Office,India,Hyderabad,Gujarat,West,Furniture,Bookcases,Bookcases Product 38,2611.29,2,0.3,722.18
OID-103235,2022-06-28,2022-07-05,Standard Class,CUST-9617,Corporate,India,Hyderabad,Karnataka,Central,Office Supplies,Paper,Paper Product 224,2607.84,5,0.1,-120.32
OID-103236,2023-02-08,2023-02-09,Second Class,CUST-6285,Home Office,India,Bangalore,Telangana,Central,Office Supplies,Paper,Paper Product 112,602.39,6,0.0,-12.71
OID-103237,2022-06-22,2022-06-29,First Class,CUST-8242,Corporate,India,Kolkata,Delhi,West,Office Supplies,Paper,Paper Product 270,4711.08,7,0.2,1230.77
OID-103238,2019-04-15,2019-04-21,Same Day,CUST-3819,Corporate,India,Ahmedabad,Gujarat,West,Furniture,Chairs,Chairs Product 287,4270.7,3,0.3,719.61
OID-103239,2021-05-17,2021-05-23,Same Day,CUST-1544,Home Office,India,Kolkata,Gujarat,West,Technology,Copiers,Copiers Product 58,931.2,4,0.1,-57.68
OID-103240,2020-01-20,2020-01-24,First Class,CUST-4536,Home Office,India,Bangalore,Telangana,South,Office Supplies,Art,Art Product 133,4655.31,3,0.2,-624.25
OID-103241,2022-07-24,2022-07-27,First Class,CUST-5860,Home Office,India,Delhi,Gujarat,West,Technology,Phones,Phones Product 105,4438.62,5,0.2,254.17
OID-103242,2020-05-03,2020-05-05,First Class,CUST-1202,Home Office,India,Chennai,Maharashtra,South,Office Supplies,Storage,Storage Product 229,579.08,8,0.2,-8.69
OID-103243,2022-04-07,2022-04-09,Same Day,CUST-7104,Corporate,India,Bangalore,Delhi,Central,Office Supplies,Art,Art Product 227,3716.86,9,0.3,675.14
OID-103244,2022-02-11,2022-02-15,Standard Class,CUST-2616,Consumer,India,Chennai,Tamil Nadu,South,Office Supplies,Paper,Paper Product 118,3626.93,7,0.0,553.99
OID-103245,2020-09-08,2020-09-13,Standard Class,CUST-7789,Home Office,India,Delhi,Tamil Nadu,Central,Technology,Copiers,Copiers Product 275,3742.03,9,0.4,-129.49
OID-103246,2020-03-03,2020-03-04,Same Day,CUST-2217,Corporate,India,Ahmedabad,Gujarat,Central,Technology,Machines,Machines Product 64,3786.95,5,0.1,631.7
OID-103247,2020-12-18,2020-12-22,First Class,CUST-9487,Consumer,India,Pune,Maharashtra,Central,Office Supplies,Art,Art Product 27,3143.88,9,0.4,632.64
OID-103248,2020-05-03,2020-05-06,Second Class,CUST-9820,Consumer,India,Mumbai,Karnataka,East,Office Supplies,Art,Art Product 65,254.8,3,0.3,-41.91
OID-103249,2022-01-09,2022-01-11,Same Day,CUST-7999,Corporate,India,Chennai,Delhi,West,Office Supplies,Storage,Storage Product 140,2464.99,1,0.4,581.87
OID-103250,2021-03-01,2021-03-08,First Class,CUST-2283,Home Office,India,Ahmedabad,West Bengal,West,Technology,Copiers,Copiers Product 8,1480.24,7,0.2,306.63
OID-103251,2019-12-07,2019-12-13,Same Day,CUST-7315,Consumer,India,Bangalore,Telangana,East,Office Supplies,Art,Art Product 106,2622.36,3,0.1,231.3
OID-103252,2019-04-03,2019-04-04,Standard Class,CUST-1984,Corporate,India,Kolkata,West Bengal,South,Furniture,Chairs,Chairs Product 129,3970.42,4,0.2,-546.46
OID-103253,2019-03-16,2019-03-22,Second Class,CUST-2449,Consumer,India,Hyderabad,Tamil Nadu,South,Technology,Accessories,Accessories Product 127,982.42,8,0.1,260.6
OID-103254,2021-12-09,2021-12-12,Standard Class,CUST-3562,Corporate,India,Bangalore,Maharashtra,Central,Technology,Accessories,Accessories Product 141,4008.41,1,0.4,186.54
OID-103255,2021-02-05,2021-02-07,Standard Class,CUST-2445,Home Office,India,Mumbai,Tamil Nadu,South,Furniture,Furnishings,Furnishings Product 130,1364.77,10,0.1,87.19
OID-103256,2021-01-20,2021-01-21,Second Class,CUST-5737,Consumer,India,Ahmedabad,West Bengal,West,Technology,Machines,Machines Product 135,2723.14,4,0.2,-487.68
OID-103257,2023-01-09,2023-01-15,First Class,CUST-8959,Home Office,India,Mumbai,Tamil Nadu,East,Office Supplies,Paper,Paper Product 195,3138.25,5,0.3,919.49
OID-103258,2019-07-05,2019-07-06,First Class,CUST-7927,Consumer,India,Delhi,Gujarat,East,Office Supplies,Paper,Paper Product 219,4691.93,5,0.3,-350.53
OID-103259,2019-04-26,2019-04-29,First Class,CUST-5981,Consumer,India,Delhi,Delhi,East,Office Supplies,Art,Art Product 210,2018.76,2,0.0,484.75
OID-103260,2022-04-14,2022-04-16,Same Day,CUST-4227,Corporate,India,Pune,Telangana,South,Office Supplies,Paper,Paper Product 210,4806.48,5,0.4,767.06
OID-103261,2019-07-04,2019-07-11,Second Class,CUST-2639,Consumer,India,Bangalore,West Bengal,Central,Office Supplies,Storage,Storage Product 163,2945.71,4,0.1,456.3
OID-103262,2019-02-14,2019-02-20,Standard Class,CUST-4926,Home Office,India,Kolkata,West Bengal,South,Furniture,Chairs,Chairs Product 163,4755.43,9,0.0,321.28
OID-103263,2022-09-06,2022-09-13,First Class,CUST-6529,Consumer,India,Kolkata,Delhi,East,Technology,Copiers,Copiers Product 277,3463.56,5,0.3,-255.82
OID-103264,2019-08-13,2019-08-18,Same Day,CUST-6205,Corporate,India,Pune,Karnataka,Central,Office Supplies,Storage,Storage Product 290,2954.32,10,0.2,385.5
OID-103265,2020-07-17,2020-07-18,First Class,CUST-6351,Consumer,India,Pune,Gujarat,South,Office Supplies,Paper,Paper Product 166,1648.36,4,0.4,-33.06
OID-103266,2019-11-23,2019-11-25,First Class,CUST-3556,Home Office,India,Mumbai,West Bengal,West,Furniture,Furnishings,Furnishings Product 30,4696.86,1,0.1,-473.51
OID-103267,2022-09-02,2022-09-03,Same Day,CUST-9547,Corporate,India,Ahmedabad,Karnataka,South,Office Supplies,Binders,Binders Product 91,4810.12,9,0.1,-552.52
OID-103268,2019-12-29,2019-12-30,First Class,CUST-1313,Consumer,India,Chennai,Karnataka,South,Office Supplies,Binders,Binders Product 111,3183.02,10,0.0,-536.38
OID-103269,2021-06-25,2021-06-27,Second Class,CUST-7878,Consumer,India,Bangalore,Maharashtra,West,Technology,Copiers,Copiers Product 191,4178.97,8,0.0,-448.5
OID-103270,2020-10-08,2020-10-15,Second Class,CUST-7366,Consumer,India,Ahmedabad,West Bengal,Central,Furniture,Tables,Tables Product 54,3189.93,7,0.3,153.24
OID-103271,2019-07-16,2019-07-22,First Class,CUST-4192,Home Office,India,Ahmedabad,Tamil Nadu,West,Office Supplies,Paper,Paper Product 225,887.06,8,0.2,113.59
OID-103272,2019-10-01,2019-10-07,Second Class,CUST-2927,Corporate,India,Chennai,Gujarat,West,Furniture,Tables,Tables Product 197,1091.79,3,0.0,141.65
OID-103273,2020-08-18,2020-08-19,Standard Class,CUST-5776,Corporate,India,Kolkata,Gujarat,East,Furniture,Furnishings,Furnishings Product 258,2038.88,6,0.0,-297.45
OID-103274,2020-10-18,2020-10-21,Standard Class,CUST-1943,Corporate,India,Delhi,Tamil Nadu,Central,Office Supplies,Paper,Paper Product 96,4669.89,2,0.0,1307.6
OID-103275,2019-11-18,2019-11-21,Same Day,CUST-6083,Corporate,India,Mumbai,Tamil Nadu,West,Technology,Machines,Machines Product 87,4111.28,9,0.0,277.31
OID-103276,2020-05-06,2020-05-10,Same Day,CUST-4364,Corporate,India,Kolkata,Telangana,Central,Technology,Accessories,Accessories Product 288,1775.12,7,0.4,-101.51
OID-103277,2021-03-25,2021-03-31,Standard Class,CUST-5822,Consumer,India,Bangalore,Maharashtra,Central,Technology,Phones,Phones Product 32,1391.0,4,0.4,-257.13
OID-103278,2020-03-08,2020-03-14,Standard Class,CUST-1471,Corporate,India,Kolkata,Maharashtra,South,Furniture,Tables,Tables Product 242,3864.68,9,0.0,-243.64
OID-103279,2020-04-11,2020-04-13,Second Class,CUST-6077,Consumer,India,Pune,Maharashtra,East,Technology,Accessories,Accessories Product 56,1039.37,7,0.1,98.9
OID-103280,2020-07-03,2020-07-08,Standard Class,CUST-9432,Home Office,India,Delhi,Tamil Nadu,West,Furniture,Tables,Tables Product 241,4676.53,6,0.4,-921.81
OID-103281,2020-08-17,2020-08-20,Standard Class,CUST-3812,Home Office,India,Bangalore,Karnataka,East,Office Supplies,Storage,Storage Product 150,2175.15,2,0.0,-311.11
OID-103282,2019-06-20,2019-06-22,First Class,CUST-7364,Corporate,India,Mumbai,Tamil Nadu,West,Technology,Phones,Phones Product 101,3396.9,9,0.1,101.03
OID-103283,2022-04-09,2022-04-13,First Class,CUST-6250,Consumer,India,Kolkata,Maharashtra,South,Office Supplies,Art,Art Product 166,4959.31,10,0.4,-991.73
OID-103284,2022-11-09,2022-11-14,First Class,CUST-1214,Consumer,India,Kolkata,Tamil Nadu,West,Office Supplies,Storage,Storage Product 86,4771.91,9,0.0,1030.16
OID-103285,2020-01-31,2020-02-01,Same Day,CUST-5171,Home Office,India,Ahmedabad,Tamil Nadu,South,Office Supplies,Labels,Labels Product 217,2375.51,9,0.3,526.39
OID-103286,2020-06-09,2020-06-12,First Class,CUST-6143,Home Office,India,Pune,Tamil Nadu,South,Office Supplies,Storage,Storage Product 19,2430.85,1,0.2,520.74
OID-103287,2021-05-10,2021-05-13,Same Day,CUST-7145,Consumer,India,Ahmedabad,West Bengal,East,Furniture,Furnishings,Furnishings Product 57,2711.97,5,0.2,143.17
OID-103288,2020-05-07,2020-05-09,Same Day,CUST-2429,Home Office,India,Pune,Tamil Nadu,West,Office Supplies,Art,Art Product 86,2095.36,7,0.3,208.8
OID-103289,2019-08-24,2019-08-31,Standard Class,CUST-9394,Consumer,India,Chennai,Delhi,East,Furniture,Furnishings,Furnishings Product 15,2407.87,5,0.2,5.25
OID-103290,2022-06-11,2022-06-16,Same Day,CUST-3578,Corporate,India,Ahmedabad,Maharashtra,East,Office Supplies,Art,Art Product 89,851.74,9,0.2,122.2
OID-103291,2019-08-05,2019-08-08,Same Day,CUST-7944,Home Office,India,Pune,West Bengal,Central,Office Supplies,Paper,Paper Product 166,3969.94,6,0.3,-314.45
OID-103292,2021-04-04,2021-04-11,First Class,CUST-3125,Consumer,India,Pune,Delhi,Central,Office Supplies,Binders,Binders Product 163,2796.59,2,0.0,-469.38
OID-103293,2021-11-10,2021-11-11,Second Class,CUST-8157,Consumer,India,Pune,Tamil Nadu,West,Office Supplies,Art,Art Product 21,2041.73,7,0.2,-72.06
OID-103294,2021-12-19,2021-12-23,Second Class,CUST-6427,Home Office,India,Kolkata,Maharashtra,Central,Office Supplies,Storage,Storage Product 245,2707.5,7,0.2,-207.17
OID-103295,2021-03-08,2021-03-11,First Class,CUST-1291,Home Office,India,Kolkata,Gujarat,West,Technology,Accessories,Accessories Product 79,3959.93,7,0.3,-607.79
OID-103296,2019-05-04,2019-05-10,Same Day,CUST-8226,Corporate,India,Hyderabad,Maharashtra,East,Furniture,Tables,Tables Product 238,2966.87,9,0.0,-161.12
OID-103297,2020-02-08,2020-02-10,First Class,CUST-9221,Home Office,India,Delhi,Tamil Nadu,South,Technology,Machines,Machines Product 287,4122.55,8,0.2,1087.05
OID-103298,2020-11-08,2020-11-14,Same Day,CUST-1170,Home Office,India,Pune,Delhi,Central,Office Supplies,Paper,Paper Product 66,2042.93,8,0.3,-147.0
OID-103299,2021-09-02,2021-09-03,Same Day,CUST-9329,Home Office,India,Hyderabad,Delhi,Central,Furniture,Furnishings,Furnishings Product 253,645.69,7,0.2,-89.56
OID-103300,2022-01-24,2022-01-26,First Class,CUST-6524,Corporate,India,Chennai,Delhi,East,Office Supplies,Art,Art Product 93,4643.27,4,0.2,776.56
OID-103301,2020-03-13,2020-03-19,First Class,CUST-2244,Home Office,India,Delhi,Karnataka,West,Furniture,Furnishings,Furnishings Product 114,1867.51,4,0.3,-279.63
OID-103302,2022-05-13,2022-05-17,First Class,CUST-8987,Consumer,India,Hyderabad,Karnataka,Central,Technology,Phones,Phones Product 219,2506.29,8,0.4,18.15
OID-103303,2021-12-08,2021-12-09,Same Day,CUST-3512,Consumer,India,Delhi,Gujarat,East,Technology,Copiers,Copiers Product 132,123.3,2,0.2,7.0
OID-103304,2020-12-30,2021-01-01,Second Class,CUST-1896,Home Office,India,Chennai,Maharashtra,Central,Office Supplies,Binders,Binders Product 180,738.84,5,0.1,17.72
OID-103305,2021-03-17,2021-03-18,First Class,CUST-3143,Consumer,India,Delhi,West Bengal,West,Technology,Accessories,Accessories Product 194,984.9,4,0.4,-98.79
OID-103306,2019-04-22,2019-04-23,First Class,CUST-4312,Home Office,India,Pune,Karnataka,East,Office Supplies,Binders,Binders Product 164,1572.89,3,0.3,183.66
OID-103307,2022-08-24,2022-08-26,Same Day,CUST-2380,Home Office,India,Pune,Delhi,East,Furniture,Chairs,Chairs Product 297,1280.25,5,0.3,-117.59
OID-103308,2019-07-19,2019-07-23,Same Day,CUST-7788,Home Office,India,Kolkata,Karnataka,West,Furniture,Bookcases,Bookcases Product 117,4045.6,2,0.1,-319.21
OID-103309,2020-12-12,2020-12-17,Standard Class,CUST-1876,Corporate,India,Kolkata,West Bengal,South,Furniture,Bookcases,Bookcases Product 225,886.84,1,0.0,-60.94
OID-103310,2022-12-03,2022-12-09,First Class,CUST-9850,Corporate,India,Ahmedabad,Tamil Nadu,Central,Furniture,Bookcases,Bookcases Product 64,1311.28,1,0.4,70.11
OID-103311,2020-05-15,2020-05-21,Second Class,CUST-7780,Consumer,India,Chennai,Gujarat,Central,Technology,Machines,Machines Product 287,3452.58,10,0.0,-613.26
OID-103312,2021-03-02,2021-03-06,Same Day,CUST-6922,Corporate,India,Bangalore,Maharashtra,East,Furniture,Bookcases,Bookcases Product 81,1517.38,7,0.4,422.83
OID-103313,2022-09-07,2022-09-13,Second Class,CUST-6579,Corporate,India,Hyderabad,Delhi,South,Office Supplies,Storage,Storage Product 47,1624.91,8,0.1,-73.31
OID-103314,2022-10-19,2022-10-23,Standard Class,CUST-3115,Home Office,India,Mumbai,West Bengal,West,Technology,Copiers,Copiers Product 172,2633.33,4,0.4,540.51
